Title,Opening Date,Theatre ID,Theatre Name (from Show Info),Production Type,Intermissions,Show Type,Show ID,Year,Closing Date,N Performances,Other Titles,Previews Date,Running Time,Official Website,Show Type Simple,Show Never Opened,Run Time,Revival,Pre-Broadway,Limited Run,Repertory
Harlequin Jack the Giant Killer,1861-02-04,5673,New Bowery Theatre,Original Production,1.0,Pantomime,5020,1861,1861-03-16,26,,,,,Musical,False,,False,,True,True
Mazeppa,1861-01-14,5090,Winter Garden Theatre,,1.0,,5941,1861,,,,,,,,False,,,,,
Les Noces de Jeannette,1861-10-28,5339,Academy of Music,Original Production,1.0,Opera,6287,1861,1861-10-28,1,,,,,Opera,False,,False,,,
Ondina!,1861-12-23,5717,Barnum's New Museum,Original Production,1.0,Musical,6409,1861,1862-03-01,114,"Ondina!, or, the Naiad Queen (alternate title)",,,,Musical,False,,False,,,
The Seven Sons!,1861-12-03,5731,Laura Keene's Varieties,,1.0,Musical,7078,1861,1861-12-21,96,,,,,Musical,False,,,,,
Blondette,1862-11-25,5731,Laura Keene's Varieties,Original Production,1.0,Musical,3572,1862,1863-01-03,42,"Blondette, or, the Naughty Prince and Pretty Peasant (full title)",,,,Musical,False,,False,,,
Hop O' My Thumb,1862-04-07,5717,Barnum's New Museum,Original Production,1.0,Play with Music,4,1862,1862-05-02,46,"Hop O' My Thumb, or, the Ogre and the Dwarf! (full title)",,,,Play,False,,False,,,
The Enchantress!,1862-04-14,7414,Niblo's Garden,Revival,1.0,Opera,4400,1862,1862-06-07,48,The Enchantress! (alternate title),,,,Opera,False,,True,,,
King Cotton,1862-06-21,7543,Old Winter Garden Theatre,Original Production,1.0,Musical,5443,1862,1862-07-26,5,"King Cotton, or, the Exiled Prince (full title)",,,,Musical,False,,False,,True,True
Mrs. Partington,1862-07-14,5717,Barnum's New Museum,Original Production,1.0,Operetta,6048,1862,1862-07-26,24,"Mrs. Partington, or, Home for the Holidays (full title)",,,,Musical,False,,False,,,
The Pet of the Petticoats,1862-07-14,5731,Laura Keene's Varieties,Original Production,1.0,Operetta,6587,1862,1862-08-15,2,,,,,Musical,False,,False,,True,True
Sadak and Kalasrade!,1862-03-03,5717,Barnum's New Museum,Original Production,1.0,Musical,6995,1862,1862-04-05,60,"Sadak and Kalasrade!, or, the Waters of Oblivion (full title)",,,,Musical,False,,False,,,
"The Schoolmaster Abroad, or, the Frolics of Fitzfoolzleums",1862-07-14,5717,Barnum's New Museum,Original Production,1.0,Vaudeville,7046,1862,1862-07-26,24,"The Schoolmaster Abroad, or, the Frolics of Fitzfoolzleums",,,,Musical,False,,False,,True,True
The Syren,1862-06-09,7414,Niblo's Garden,Original Production,1.0,Opera,7457,1862,1862-06-21,12,,,,,Opera,False,,False,,,
La Vivandière,1862-07-14,5717,Barnum's New Museum,Original Production,1.0,Operetta,7742,1862,1862-07-26,24,,,,,Musical,False,,False,,True,True
"Wanted, a Family",1862-07-14,5717,Barnum's New Museum,Original Production,1.0,Musical,7759,1862,1862-07-26,24,"Wanted, a Family, or, Three Too Many (full title)",,,,Musical,False,,False,,True,True
The Wizard's Tempest,1862-06-09,5090,Winter Garden Theatre,Original Production,1.0,Musical,7901,1862,1862-06-30,21,"The Wizard's Tempest, or, the King of the Magical Island (full title)",,,,Musical,False,,False,,,
Rosedale,1863-09-30,7556,Wallack's Theatre,,,,318759,1863,,125,,,,,,False,,,,,
Brother and Sister,1863-10-08,5637,Olympic Theatre,Revival,1.0,Musical,3727,1863,1863-10-17,9,,,,,Musical,False,,True,,,
The Enchantress,1863-03-16,7414,Niblo's Garden,Revival,1.0,Opera,4399,1863,,11,The Enchantress! (alternate title),,,,Opera,False,,True,,,
The Fair One with the Golden Locks,1863-02-09,5731,Laura Keene's Varieties,Original Production,1.0,Musical,4441,1863,1863-03-14,30,,,,,Musical,False,,False,,,
The Invincibles!,1863-01-05,5731,Laura Keene's Varieties,,1.0,Musical,5230,1863,1863-01-10,6,,,,,Musical,False,,,,,
Jenny Lind,1863-01-05,5731,Laura Keene's Varieties,,1.0,,5310,1863,,6,,,,,,False,,,,,
The Loan of a Lover,1863-01-30,5731,Laura Keene's Varieties,,1.0,Musical,5692,1863,,,,,,,Musical,False,,,,True,True
The Pet of the Petticoats,1863-01-26,5731,Laura Keene's Varieties,Revival,1.0,Operetta,6588,1863,1863-02-07,6,,,,,Musical,False,,True,,True,True
Po-Ca-Hon-Tas,1863-10-19,5637,Olympic Theatre,Revival,1.0,,6693,1863,1863-10-31,12,,,,,,False,,True,,,
La Rose de Saint-Flour,1863-02-14,7414,Niblo's Garden,Original Production,1.0,Musical,6955,1863,,,,,,,Musical,False,,False,,True,True
Satanella,1863-02-23,7414,Niblo's Garden,,1.0,Musical,7021,1863,1863-03-14,18,"Satanella, or, the Power of Love (full title)",,,,Musical,False,,,,,
Tib,1863-05-04,5731,Laura Keene's Varieties,Original Production,1.0,Musical,7561,1863,1863-05-05,2,"Tib, or, the Cat in Crinoline",,,,Musical,False,,False,,,
Aladdin,1864-06-02,5637,Olympic Theatre,Revival,1.0,Musical,3104,1864,1864-07-02,27,"Aladdin, or, the Wonderful Lamp (full title)",,,,Musical,False,,True,,,
The Fool's Revenge,1864-03-28,7414,Niblo's Garden,Original Production,,Play,313434,1864,,,,,,,Play,False,,False,,,
Julius Caesar,1864-11-25,7543,Old Winter Garden Theatre,Revival,,Play,322190,1864,1864-11-25,1,,,,,Play,False,,True,,,
Hamlet,1864-11-26,7543,Old Winter Garden Theatre,Revival,,Play,322202,1864,1865-03-22,,,,,,Play,False,,True,,,
Ba-Ta-Clan,1864-02-25,7414,Niblo's Garden,Original Production,1.0,Musical,3330,1864,1864-04-30,,,,,,Musical,False,,False,,True,True
The Bohemian Girl,1864-07-18,5637,Olympic Theatre,Revival,1.0,Opera,3632,1864,1864-07-26,8,"The Bohemian Girl, or, the Merry Zingara (full title)",,,,Opera,False,,True,,,
Les Deux Aveugles,1864-01-09,7414,Niblo's Garden,Revival,1.0,Musical,4237,1864,1864-04-30,,,,,,Musical,False,,True,,True,True
"Fra Diavolo, or, the Beauty and the Brigands",1864-05-23,5090,Winter Garden Theatre,,1.0,Burlesque,4650,1864,1864-06-18,24,"Fra Diavolo, or, the Beauty and the Brigands",,,,Burlesque,False,,,,,
Fra Diavolo,1864-07-11,5637,Olympic Theatre,Revival,1.0,Musical,4652,1864,1864-07-16,6,The Devil's Brother (alternate title),,,,Musical,False,,True,,,
The House that Jack Built,1864-01-25,5685,Old Bowery Theatre1/25/1864 - 5/21/1864 Bowery Theatre,Original Production,1.0,Pantomime,5,1864,1864-05-21,48,,,,,Musical,False,,False,,,
"The House that Jack Built, or, Harlequin and the Fairy Generous",1864-01-11,5651,American Theatre,,1.0,Pantomime,5147,1864,1864-01-30,21,"The House that Jack Built, or, Harlequin and the Fairy Generous (full title)",,,,Musical,False,,,,,
Ill Treated Il Trovadatore!,1864-02-08,5637,Olympic Theatre,Original Production,1.0,,5198,1864,1864-02-13,6,,,,,,False,,False,,,
Loyalina,1864-04-11,5637,Olympic Theatre,Original Production,1.0,Musical,5752,1864,1864-04-30,18,"Loyalina, or, Brigadier General Fortunio, and His Seven Gifted Aides-de-Camp (full title)",,,,Musical,False,,False,,,
Le Mariage Aux Lanternes,1864-02-06,7414,Niblo's Garden,Original Production,1.0,Operetta,5878,1864,1864-04-30,,,,,,Musical,False,,False,,True,True
Maritana,1864-07-04,5637,Olympic Theatre,Revival,1.0,Opera,5888,1864,1864-07-09,6,,,,,Opera,False,,True,,True,True
Mazeppa,1864-01-18,5637,Olympic Theatre,Revival,1.0,,5942,1864,,18,,,,,,False,,True,,,
Mazulm,1864-07-11,5717,Barnum's New Museum,Revival,1.0,Musical,5943,1864,,48,,,,,Musical,False,,True,,,
Miss Lotta,1864-06-01,7414,Niblo's Garden,,1.0,,6039,1864,1864-06-04,4,,,,,,False,,,,,
The Ring of Fate,1864-12-26,5717,Barnum's New Museum,Original Production,1.0,Musical,6881,1864,1865-02-11,40,"The Ring of Fate, or, Fire, Air, Earth and Water (full title)",,,,Musical,False,,False,,,
The Rose of Castile,1864-07-27,5637,Olympic Theatre,Original Production,1.0,Opera,6962,1864,1864-07-30,4,,,,,Opera,False,,False,,True,True
The Rose of Castile,1864-11-02,5637,Olympic Theatre,Revival,1.0,Opera,6963,1864,,,,,,,Opera,False,,True,,True,True
Thrice Married,1864-05-23,5090,Winter Garden Theatre,Original Production,1.0,Operetta,7558,1864,1864-06-18,24,,,,,Musical,False,,False,,True,True
Trombalcazar,1864-01-12,7414,Niblo's Garden,Original Production,1.0,,7633,1864,1864-04-30,,,,,,,False,,False,,True,True
Le Violoneux,1864-02-11,7414,Niblo's Garden,Original Production,1.0,Operetta,7731,1864,1864-04-30,,,,,,Musical,False,,False,,True,True
Othello,1865-03-23,7543,Old Winter Garden Theatre,Revival,,Play,313931,1865,,,,,,,Play,False,,True,,,
Arrah-Na-Pogue,1865-07-12,7414,Niblo's Garden,Original Production,1.0,,3285,1865,,102,,,,,,False,,False,,True,True
The Beauty of Seville,1865-07-31,5717,Barnum's New Museum,,1.0,Musical,3412,1865,1865-08-05,12,,,,,Musical,False,,,,,
The Green Monster,1865-07-10,5717,Barnum's New Museum,Original Production,1.0,Musical,4920,1865,1865-07-29,20,"The Green Monster, or, the White Knight and the Giant Warrior (full title)",,,,Musical,False,,False,,,
Jocko,1865-08-28,5717,Barnum's New Museum,Original Production,1.0,,5335,1865,1865-09-02,12,,,,,,False,,False,,,
Love Amongst the Bonnets!,1865-08-07,5717,Barnum's New Museum,,1.0,Pantomime,5726,1865,1865-08-12,12,,,,,Musical,False,,,,,
"Midnight Assault, or, the Italian Brigands",1865-08-07,5717,Barnum's New Museum,,1.0,Pantomime,6011,1865,1865-08-12,12,"Midnight Assault, or, the Italian Brigands",,,,Musical,False,,,,,
Old Dame Trot and Her Comical Cat,1865-01-30,5649,Bowery Theatre,,1.0,Pantomime,6360,1865,1865-03-25,56,,,,,Musical,False,,,,,
Petroliamania,1865-03-06,7636,Wood's Minstrel Hall,,1.0,Burlesque,6620,1865,1865-05-13,51,"Petroliamania, or, Oil on the Brain (full title)",,,,Burlesque,False,,,,,
Robert and Bertrand,1865-07-31,5717,Barnum's New Museum,Original Production,1.0,Pantomime,6903,1865,1865-08-05,12,,,,,Musical,False,,False,,True,True
Sinbad the Sailor,1865-11-27,5649,Bowery Theatre,Original Production,1.0,,7179,1865,1865-12-16,18,,,,,,False,,False,,,
The Witch of the Black Cavern,1865-08-14,5717,Barnum's New Museum,Original Production,1.0,Pantomime,7887,1865,1865-08-19,12,"The Witch of the Black Cavern, or, the Golden Pills of Magic (full title)",,,,Musical,False,,False,,,
Griffith Gaunt,1866-11-07,7652,New York Theatre,Original Production,,Play,313292,1866,,,,,,,Play,False,,False,,,
Rip Van Winkle,1866-09-03,7337,Olympic Theatre,Revival,,Play,313944,1866,,,,,,,Play,False,,True,,,
L'amour que qu'c'est qu'ça?,1866-11-24,5703,,,1.0,Operetta,3179,1866,,,,,,,Musical,False,,,,,
Cendrillon,1866-12-13,7652,New York Theatre,Original Production,,Musical,322302,1866,1867-01-28,36,,,,,Musical,False,,False,,,
The Sheep's Foot!,1866-06-18,5673,New Bowery Theatre,Original Production,,Musical,322327,1866,1866-06-30,16,,,,,Musical,False,,False,,,
Between You and Me and the Post,1866-01-29,7651,Lucy Rushton's New York Theatre,,1.0,Musical,3500,1866,1866-02-24,24,,,,,Musical,False,,,,,
The Black Crook,1866-09-12,7414,Niblo's Garden,Original Production,1.0,Musical,3545,1866,1868-01-04,475,,,,,Musical,False,,False,,,
The Black Domino,1866-01-29,7651,Lucy Rushton's New York Theatre,,1.0,,3548,1866,1866-03-03,30,,,,,,False,,,,,
The Black Statue,1866-12-06,7649,Kelly and Leon's,,1.0,Musical,3553,1866,,,,,,,Musical,False,,,,,
Le Châlet,1866-10-23,5703,,Original Production,1.0,Opera,3918,1866,,,,,,,Opera,False,,False,,True,True
Chip Off the Old Block!,1866-12-24,7649,Kelly and Leon's,,1.0,Burlesque,3978,1866,1866-12-29,6,,,,,Burlesque,False,,,,,
Cinderella e la Comare,1866-02-26,5637,Olympic Theatre,Original Production,1.0,,4023,1866,1866-03-31,30,,,,,,False,,False,,,
Columbus Reconstructed,1866-07-09,5090,Winter Garden Theatre,Revival,1.0,Burlesque,4071,1866,1866-08-04,24,,,,,Burlesque,False,,True,,,
Les Deux Aveugles,1866-11-24,5703,,Revival,1.0,Musical,4238,1866,,,,,,,Musical,False,,True,,True,True
The Doctor of Alcantara,1866-09-13,5703,,Revival,1.0,Opera,4275,1866,1866-09-25,,,,,,Opera,False,,True,,True,True
The Doctor of Alcantara,1866-10-03,5331,New York Theatre,Revival,1.0,Opera,4277,1866,1866-10-20,16,,,,,Opera,False,,True,,True,True
The Doctor of All-Can-Tear-Her!,1866-10-08,7649,Kelly and Leon's,Original Production,1.0,Burlesque,4280,1866,,,,,,,Burlesque,False,,False,,True,True
Dodging for a Wife,1866-10-22,7649,Kelly and Leon's,Original Production,1.0,,4284,1866,,,,,,,,False,,False,,True,True
Domestic Bliss!,1866-10-22,7649,Kelly and Leon's,Original Production,1.0,Operetta,4290,1866,,,,,,,Musical,False,,False,,True,True
"The Elves, or, the Statue Bride",1866-04-30,5697,,,1.0,Opera,4386,1866,,35,"The Elves, or, the Statue Bride (full title)",,,,Opera,False,,,,,
Fra Diavolo,1866-07-02,5697,,,1.0,Musical,4647,1866,1866-07-14,16,,,,,Musical,False,,,,,
The Hippodrome!,1866-10-01,7649,Kelly and Leon's,Original Production,1.0,Musical,5099,1866,1866-10-06,6,,,,,Musical,False,,False,,True,True
The Invisible Prince,1866-06-04,5697,,,1.0,,5231,1866,1866-06-30,21,,,,,,False,,,,,
Jack and Gill Went Up the Hill,1866-02-19,5649,Bowery Theatre,,1.0,Pantomime,5285,1866,1866-08-11,105,,,,,Musical,False,,,,,
Jack and Gill Went Up the Hill,1866-11-12,5649,Bowery Theatre,,1.0,Pantomime,5286,1866,1866-12-01,22,,,,,Musical,False,,,,,
Jenny Lind,1866-07-30,5090,Winter Garden Theatre,Revival,1.0,,5311,1866,1866-08-11,12,,,,,,False,,True,,,
Le Toréador,1866-10-18,5703,,Original Production,1.0,Opera,5546,1866,,,,,,,Opera,False,,False,,True,True
The Loan of a Lover,1866-03-01,7651,Lucy Rushton's New York Theatre,Revival,1.0,Musical,5693,1866,1866-03-10,9,,,,,Musical,False,,True,,,
Le Maître de Chapelle,1866-10-11,5703,,Original Production,1.0,Opera,5830,1866,,,,,,,Opera,False,,False,,True,True
Matrimony,1866-12-06,7649,Kelly and Leon's,Original Production,1.0,Musical,5934,1866,,,,,,,Musical,False,,False,,True,True
A Night in Rome,1866-06-25,5703,,Original Production,1.0,Operetta,6245,1866,1866-06-30,,,,,,Musical,False,,False,,True,True
A Night in Rome,1866-10-17,5331,New York Theatre,Revival,1.0,Operetta,6246,1866,1866-10-18,2,,,,,Musical,False,,True,,,
Les Noces de Jeannette,1866-10-23,5703,,Revival,1.0,Opera,6288,1866,,,,,,,Opera,False,,True,,True,True
Po-Ca-Hon-Tas,1866-06-18,5090,Winter Garden Theatre,Revival,1.0,,6691,1866,1866-08-11,24,,,,,,False,,True,,,
The 3 Sisters!,1866-06-18,5697,,,1.0,,7541,1866,1866-06-23,8,,,,,,False,,,,,
"Tom-Tom, the Piper's Son",1866-12-03,5703,Thèåtre Français -  New Bowery Theatre,Original Production,1.0,Musical,7585,1866,,11,"Tom-Tom, the Piper's Son Stole a Pig and Away He Run (full title)",,,,Musical,False,,False,,True,True
Trombalcazar,1866-12-03,5703,,,1.0,,7634,1866,,,,,,,,False,,,,,
Two Doves,1866-10-01,7649,Kelly and Leon's,Original Production,1.0,Musical,7658,1866,1866-10-06,6,,,,,Musical,False,,False,,True,True
Valiant Valentine,1866-03-27,7651,Lucy Rushton's New York Theatre,Original Production,1.0,,7697,1866,1866-04-08,12,,,,,,False,,False,,,
Le Violoneux,1866-06-12,5703,,Revival,1.0,Operetta,7732,1866,,,,,,,Musical,False,,True,,True,True
"Aladdin, or, the Wonderful Scamp",1867-05-06,7653,Worrell Sisters' New York Theatre,,1.0,Burlesque,3105,1867,1867-06-08,15,"Aladdin, or, the Wonderful Scamp (full title)",,,,Burlesque,False,,,,,
"Aladdin, the Wonderful Scamp!",1867-10-07,5359,Fifth Avenue Theatre,,1.0,Burlesque,3107,1867,1867-11-30,,"Aladdin, or, the Wonderful Scamp (full title)",,,,Burlesque,False,,,,,
Little Boy Blue,1867-04-01,5673,New Bowery Theatre,Original Production,,Musical,312234,1867,1867-05-11,36,,,,,Musical,False,,False,,,
"A Legend of Norwood; or, Village Life in New England",1867-11-11,7653,Worrell Sisters' New York Theatre,Original Production,,Play,313254,1867,,,,,,,Play,False,,False,,,
Caste,1867-08-05,7546,Broadway Theatre,Original Production,,Play,313572,1867,,,,,,,Play,False,,False,,,
Under the Gaslight,1867-08-12,7653,Worrell Sisters' New York Theatre,Original Production,,Play,322374,1867,1867-10-01,,,,,,Play,False,,False,,,
Under the Gaslight,1867-12-04,7653,Worrell Sisters' New York Theatre,Revival,,Play,322421,1867,1868-01-29,100,,,,,Play,False,,True,,,
Between You and Me and the Post,1867-06-10,7653,Worrell Sisters' New York Theatre,Revival,1.0,Musical,3501,1867,1867-06-29,21,,,,,Musical,False,,True,,True,True
A Bird of Paradise,1867-01-29,5331,New York Theatre,Original Production,1.0,Musical,3533,1867,1867-02-09,15,,,,,Musical,False,,False,,,
The Blind Man's Daughter,1867-02-01,5637,Olympic Theatre,Original Production,1.0,Musical,3567,1867,1867-02-01,1,,,,,Musical,False,,False,,,
The Bohemian Girl,1867-01-21,5637,Olympic Theatre,Revival,1.0,Opera,3634,1867,1867-02-02,4,"The Bohemian Girl, or, the Merry Zingara (full title)",,,,Opera,False,,True,,True,True
Cinder-le-on!,1867-01-14,7649,Kelly and Leon's,,1.0,Burlesque,4012,1867,1867-01-19,6,,,,,Burlesque,False,,,,,
Cinderella,1867-05-06,7653,Worrell Sisters' New York Theatre,,1.0,Burlesque,4016,1867,1867-06-08,31,,,,,Burlesque,False,,,,,
"Cinderella, or, the Lover, the Lackey, and the Little Glass Slipper",1867-09-02,5359,Fifth Avenue Theatre,,1.0,Burlesque,4025,1867,1867-11-13,14,"Cinderella, or, the Lover, the Lackey, and the Little Glass Slipper (full title)",,,,Burlesque,False,,,,,
Columbus Reconstructed,1867-07-22,5637,Olympic Theatre,Revival,1.0,Burlesque,4072,1867,1867-08-03,12,,,,,Burlesque,False,,True,,,
The Devil's Auction,1867-12-03,5792,Banvard's Opera House10/3/1867 - ? Academy of Music,Original Production,1.0,Opera,4241,1867,1867-12-14,76,"The Devil's Auction, or, the Golden Branch (full title)",,,,Opera,False,,False,,,
The Doctor of Alcantara,1867-01-19,5637,Olympic Theatre,Revival,1.0,Opera,4278,1867,1867-02-02,2,,,,,Opera,False,,True,,True,True
The Elves,1867-05-13,7653,Worrell Sisters' New York Theatre,Revival,1.0,Opera,4387,1867,1867-05-18,9,"The Elves, or, the Statue Bride (full title)",,,,Opera,False,,True,,,
Family Jars,1867-07-29,7566,Chickering Hall,,1.0,,4455,1867,1868-02-22,20,,,,,,False,,,,,
Faust,1867-11-04,7653,Worrell Sisters' New York Theatre,,1.0,Burlesque,4472,1867,1867-11-30,24,,,,,Burlesque,False,,,,,
Faust,1867-06-10,7653,Worrell Sisters' New York Theatre,Original Production,1.0,,4475,1867,1867-06-29,21,,,,,,False,,False,,,
"Fra Diavolo, or, the Beauty and the Brigands",1867-09-09,5359,Fifth Avenue Theatre,,1.0,Burlesque,4651,1867,1867-10-21,35,"Fra Diavolo, or, the Beauty and the Brigands",,,,Burlesque,False,,,,,
Fra Diavolo,1867-01-16,5637,Olympic Theatre,Revival,1.0,Musical,4653,1867,1867-01-25,3,The Devil's Brother (alternate title),,,,Musical,False,,True,,True,True
The Invisible Prince,1867-05-27,7653,Worrell Sisters' New York Theatre,Revival,1.0,,5232,1867,1867-06-01,7,,,,,,False,,True,,True,True
Kenilworth,1867-02-18,5331,New York Theatre,Original Production,1.0,,5418,1867,1867-03-02,12,,,,,,False,,False,,True,True
Kill Trovatore!,1867-08-26,7649,Kelly and Leon's,,1.0,Burlesque,5423,1867,1867-09-28,30,,,,,Burlesque,False,,,,,
"Little Dew Drop, or, the Fairies' Home in the Palace of Neptune",1867-12-23,5717,Barnum's New Museum,,1.0,Pantomime,5618,1867,1868-01-11,36,"Little Dew Drop, or, the Fairies' Home in the Palace of Neptune (full title)",,,,Musical,False,,,,,
Little Nell and the Marchioness,1867-08-14,7566,Chickering Hall,Original Production,1.0,,5650,1867,1867-09-12,26,,,,,,False,,False,,,
Maritana,1867-01-15,5637,Olympic Theatre,Revival,1.0,Opera,5890,1867,1867-01-30,2,,,,,Opera,False,,True,,True,True
Medea!,1867-11-18,5359,Fifth Avenue Theatre,,1.0,Musical,5961,1867,1867-11-30,14,"Medea!, or, the Best of Mothers With a Brute of a Husband (full title)",,,,Musical,False,,,,,
Norma on the Half Shell,1867-03-25,7649,Kelly and Leon's,,1.0,Operetta,6293,1867,1867-04-06,12,,,,,Musical,False,,,,,
Orpheus in the Underworld,1867-01-17,5703,,Revival,1.0,Opera,6440,1867,1867-02-14,,Orphée Aux Enfers (French title),,,,Opera,False,,True,,True,True
The Pet of the Petticoats,1867-07-29,7566,Chickering Hall,,1.0,Operetta,6589,1867,1868-02-22,20,,,,,Musical,False,,,,,
La Rose de Saint-Flour,1867-11-23,5703,,Revival,1.0,Musical,6956,1867,,,,,,,Musical,False,,True,,True,True
The Rose of Castile,1867-01-28,5703,Thèåtre Français6/13/1866 - 6/13/1866 Olympic Theatre,Revival,1.0,Opera,6964,1867,1867-01-31,2,,,,,Opera,False,,True,,True,True
"$7,000",1867-01-07,7649,Kelly and Leon's,,1.0,Musical,7079,1867,1867-01-12,6,,,,,Musical,False,,,,,
